rank,title,artist,album,img_url
76,붉은 노을,BIGBANG (빅뱅),REMEMBER,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/070/022/032/70022032_1404809056891_1_140x140.JPG/dims/resize/Q_80,0"

77,다정히 내 이름을 부르면,경서예지 & 전건호,다정히 내 이름을 부르면,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/051/769/82051769_1621328428038_1_140x140.JPG/dims/resize/Q_80,0"

78,뱅뱅뱅 (BANG BANG BANG),BIGBANG (빅뱅),A,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/599/976/80599976_1433164715307_1_140x140.JPG/dims/resize/Q_80,0"

79,고리,정동원 (Jeong Dong Won),고리,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/758/356/85758356_1731048998159_1_140x140.JPG/dims/resize/Q_80,0"

80,독백,정동원 (Jeong Dong Won),소품집 Vol.1,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/219/101/84219101_1695198744306_1_140x140.JPG/dims/resize/Q_80,0"

81,Older,Sasha Alex Sloan,Older,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/122/286/81122286_1541662943840_1_140x140.JPG/dims/resize/Q_80,0"

82,해야 (HEYA),IVE (아이브),IVE SWITCH,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/075/031/85075031_1714115323364_1_140x140.JPG/dims/resize/Q_80,0"

83,심 (心),DK (디셈버),심 (心),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/556/186/83556186_1676621348326_1_140x140.JPG/dims/resize/Q_80,0"

84,SPOT! (Feat. JENNIE),지코 (ZICO),SPOT!,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/072/667/85072667_1714091257020_1_140x140.JPG/dims/resize/Q_80,0"

85,여백,정동원 (Jeong Dong Won),내일은 미스터트롯 결승전 베스트,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/388/783/81388783_1584065968502_1_140x140.JPG/dims/resize/Q_80,0"

86,Hug (포옹),RIIZE,Hug (포옹),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/909/300/85909300_1736232092694_1_140x140.JPG/dims/resize/Q_80,0"

87,뱃놀이,정동원 (Jeong Dong Won),사내 ［MAN］,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/242/073/83242073_1669877747228_1_140x140.JPG/dims/resize/Q_80,0"

88,잘가요 내사랑,정동원 (Jeong Dong Won),"그리움, 아낌없이 주는 나무","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/394/837/82394837_1637133353877_1_140x140.JPG/dims/resize/Q_80,0"

89,어른,Sondia,나의 아저씨 OST Part. 2 (tvN 수목드라마),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/048/807/81048807_1522310270525_1_140x140.JPG/dims/resize/Q_80,0"

90,Armageddon,aespa,Armageddon - The 1st Album,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/165/232/85165232_1716798792825_1_140x140.JPG/dims/resize/Q_80,0"

91,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/011/548/84011548_1688552794542_1_140x140.JPG/dims/resize/Q_80,0"

92,number one girl,로제 (ROSÉ),number one girl,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/798/066/85798066_1732235885781_1_140x140.JPG/dims/resize/Q_80,0"

93,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/842/800/82842800_1659340238924_1_140x140.JPG/dims/resize/Q_80,0"

94,지나야,박서진,춘몽,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/588/958/83588958_1677808390781_1_140x140.JPG/dims/resize/Q_80,0"

95,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/614/128/82614128_1648619377015_1_140x140.JPG/dims/resize/Q_80,0"

96,춘몽,박서진,춘몽,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/588/958/83588958_1677808390781_1_140x140.JPG/dims/resize/Q_80,0"

97,광대,박서진,현역가왕2 예선전 PART 2 & 데스매치 PART 1,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/854/118/85854118_1733817694669_1_140x140.JPG/dims/resize/Q_80,0"

98,Take Care,다이나믹 듀오 & 거미 (GUMMY),Take Care,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/926/580/85926580_1736904861663_1_140x140.JPG/dims/resize/Q_80,0"

99,책임져,JD1,책임져,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/676/125/85676125_1728614504701_1_140x140.JPG/dims/resize/Q_80,0"

100,Supersonic,프로미스나인,Supersonic,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/506/199/85506199_1723425988903_1_140x140.JPG/dims/resize/Q_80,0"

